Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),longitude,latitude
Andhra Pradesh,2019-05-31, Monthly,3.65,11999139.0,43.24,,
Andhra Pradesh,2019-06-30, Monthly,3.05,11755881.0,42.05,,
Andhra Pradesh,2019-07-31, Monthly,3.75,12086707.0,43.5,,
Andhra Pradesh,2019-08-31, Monthly,3.32,12285693.0,43.97,,
Andhra Pradesh,2019-09-30, Monthly,5.17,12256762.0,44.68,,
Andhra Pradesh,2019-10-31, Monthly,3.52,12017412.0,43.01,,
Andhra Pradesh,2019-11-30, Monthly,4.12,11397681.0,41.0,,
Andhra Pradesh,2019-12-31, Monthly,4.38,12528395.0,45.14,,
Andhra Pradesh,2020-01-31, Monthly,4.84,12016676.0,43.46,,
Andhra Pradesh,2020-02-29, Monthly,5.91,11723617.0,42.83,,
Andhra Pradesh,2020-03-31, Monthly,4.06,11359660.0,40.66,,
Andhra Pradesh,2020-04-30, Monthly,16.29,8792827.0,36.03,,
Andhra Pradesh,2020-05-31, Monthly,14.46,9526902.0,38.16,,
Andhra Pradesh,2020-06-30, Monthly,0.85,15572975.0,53.76,,
Assam,2019-05-31, Monthly,4.29,11749334.0,57.39,,
Assam,2019-06-30, Monthly,5.08,8923222.0,43.87,,
Assam,2019-07-31, Monthly,4.26,9911534.0,48.21,,
Assam,2019-08-31, Monthly,5.79,9292039.0,45.83,,
Assam,2019-09-30, Monthly,4.46,11468349.0,55.67,,
Assam,2019-10-31, Monthly,4.65,8395906.0,40.76,,
Assam,2019-11-30, Monthly,4.66,9625362.0,46.64,,
Assam,2020-01-31, Monthly,4.29,11420996.0,54.9,,
Assam,2020-02-29, Monthly,3.26,8462814.0,40.17,,
Assam,2020-03-31, Monthly,3.77,9878742.0,47.05,,
Assam,2020-05-31, Monthly,9.38,9926176.0,50.0,,
Assam,2020-06-30, Monthly,0.0,7544937.0,34.38,,
Bihar,2019-05-31, Monthly,9.27,24322330.0,39.75,,
Bihar,2019-06-30, Monthly,10.2,24097712.0,39.71,,
Bihar,2019-07-31, Monthly,13.44,23248875.0,39.66,,
Bihar,2019-08-31, Monthly,11.0,22260203.0,36.85,,
Bihar,2019-09-30, Monthly,8.87,23905700.0,38.57,,
Bihar,2019-10-31, Monthly,12.47,24053140.0,40.31,,
Bihar,2019-11-30, Monthly,12.4,22445989.0,37.51,,
Bihar,2019-12-31, Monthly,10.16,22914530.0,37.25,,
Bihar,2020-01-31, Monthly,9.13,23409006.0,37.54,,
Bihar,2020-02-29, Monthly,9.61,23168192.0,37.28,,
Bihar,2020-03-31, Monthly,15.39,22667882.0,38.88,,
Bihar,2020-04-30, Monthly,45.09,14645275.0,38.63,,
Bihar,2020-05-31, Monthly,47.26,14050319.0,38.5,,
Bihar,2020-06-30, Monthly,20.49,20622566.0,37.4,,
Chhattisgarh,2019-05-31, Monthly,9.82,6259019.0,42.89,,
Chhattisgarh,2019-06-30, Monthly,6.76,6608626.0,43.71,,
Chhattisgarh,2019-07-31, Monthly,4.54,6753622.0,43.53,,
Chhattisgarh,2019-08-31, Monthly,4.64,6607694.0,42.55,,
Chhattisgarh,2019-09-30, Monthly,8.33,6490776.0,43.38,,
Chhattisgarh,2019-10-31, Monthly,6.96,7043840.0,46.28,,
Chhattisgarh,2019-11-30, Monthly,2.77,6942931.0,43.56,,
Chhattisgarh,2019-12-31, Monthly,6.11,6569385.0,42.59,,
Chhattisgarh,2020-01-31, Monthly,9.89,6236201.0,42.03,,
Chhattisgarh,2020-02-29, Monthly,7.89,6847173.0,45.05,,
Chhattisgarh,2020-03-31, Monthly,7.31,6894808.0,44.98,,
Chhattisgarh,2020-04-30, Monthly,0.0,6534321.0,39.43,,
Chhattisgarh,2020-05-31, Monthly,7.64,5454091.0,35.56,,
Chhattisgarh,2020-06-30, Monthly,10.14,5781095.0,38.66,,
Delhi,2019-05-31, Monthly,12.56,169487.0,42.33,,
Delhi,2019-06-30, Monthly,9.33,149076.0,35.74,,
Delhi,2019-07-31, Monthly,11.07,166605.0,40.53,,
Delhi,2019-08-31, Monthly,17.18,135407.0,35.21,,
Delhi,2019-09-30, Monthly,12.5,166056.0,40.68,,
Delhi,2019-10-31, Monthly,15.84,149511.0,37.9,,
Delhi,2019-11-30, Monthly,11.11,178768.0,42.71,,
Delhi,2019-12-31, Monthly,16.97,145671.0,37.08,,
Delhi,2020-01-31, Monthly,13.48,157791.0,38.36,,
Delhi,2020-02-29, Monthly,13.81,147500.0,35.84,,
Delhi,2020-03-31, Monthly,15.18,152413.0,37.45,,
Delhi,2020-04-30, Monthly,20.69,115487.0,30.21,,
Delhi,2020-05-31, Monthly,22.76,129610.0,34.65,,
Delhi,2020-06-30, Monthly,21.14,112108.0,29.22,,
Goa,2019-05-31, Monthly,2.91,179340.0,39.16,,
Goa,2019-06-30, Monthly,5.45,170471.0,38.19,,
Goa,2019-07-31, Monthly,10.98,167437.0,39.81,,
Goa,2019-08-31, Monthly,1.98,183603.0,39.61,,
Goa,2019-09-30, Monthly,3.61,163215.0,35.78,,
Goa,2019-10-31, Monthly,7.21,177440.0,40.36,,
Goa,2019-11-30, Monthly,23.71,159489.0,44.09,,
Goa,2019-12-31, Monthly,3.54,177155.0,38.7,,
Goa,2020-01-31, Monthly,5.38,158936.0,35.36,,
Goa,2020-02-29, Monthly,0.0,171672.0,36.11,,
Goa,2020-04-30, Monthly,15.91,181657.0,45.36,,
Goa,2020-05-31, Monthly,20.0,128538.0,33.71,,
Gujarat,2019-05-31, Monthly,2.88,13954728.0,52.03,,
Gujarat,2019-06-30, Monthly,4.77,13199281.0,50.12,,
Gujarat,2019-07-31, Monthly,4.58,14327083.0,54.21,,
Gujarat,2019-08-31, Monthly,3.7,13507342.0,50.57,,
Gujarat,2019-09-30, Monthly,6.29,13280783.0,51.01,,
Gujarat,2019-10-31, Monthly,4.91,13828512.0,52.27,,
Gujarat,2019-11-30, Monthly,4.68,14487815.0,54.55,,
Gujarat,2019-12-31, Monthly,3.46,13877825.0,51.51,,
Gujarat,2020-01-31, Monthly,5.35,14301844.0,54.07,,
Gujarat,2020-02-29, Monthly,6.64,13973042.0,53.48,,
Gujarat,2020-03-31, Monthly,7.59,13483615.0,52.06,,
Gujarat,2020-04-30, Monthly,12.0,8587594.0,34.77,,
Gujarat,2020-05-31, Monthly,14.58,11121124.0,46.31,,
Gujarat,2020-06-30, Monthly,1.41,13243922.0,47.72,,
Haryana,2019-05-31, Monthly,14.54,5249186.0,45.12,,
Haryana,2019-06-30, Monthly,23.08,4745178.0,45.23,,
Haryana,2019-07-31, Monthly,16.22,4826560.0,42.17,,
Haryana,2019-08-31, Monthly,30.94,4558306.0,48.23,,
Haryana,2019-09-30, Monthly,16.36,5127956.0,44.72,,
Haryana,2019-10-31, Monthly,24.17,4798833.0,46.07,,
Haryana,2019-11-30, Monthly,16.59,4875763.0,42.48,,
Haryana,2019-12-31, Monthly,29.56,4603484.0,47.4,,
Haryana,2020-01-31, Monthly,16.21,5062293.0,43.74,,
Haryana,2020-02-29, Monthly,27.19,4570108.0,45.37,,
Haryana,2020-03-31, Monthly,23.92,4366148.0,41.4,,
Haryana,2020-04-30, Monthly,41.61,4041050.0,49.85,,
Haryana,2020-05-31, Monthly,34.22,3914193.0,42.78,,
Haryana,2020-06-30, Monthly,35.57,4357835.0,48.53,,
Himachal Pradesh,2019-05-31, Monthly,13.68,2045760.0,44.23,,
Himachal Pradesh,2019-06-30, Monthly,11.43,1957081.0,41.18,,
Himachal Pradesh,2019-07-31, Monthly,20.59,1916824.0,44.91,,
Himachal Pradesh,2019-08-31, Monthly,18.56,1969248.0,44.91,,
Himachal Pradesh,2019-09-30, Monthly,15.98,2039804.0,45.02,,
Himachal Pradesh,2019-10-31, Monthly,15.81,1946957.0,42.81,,
Himachal Pradesh,2019-11-30, Monthly,22.86,2024409.0,48.5,,
Himachal Pradesh,2019-12-31, Monthly,19.46,1922821.0,44.05,,
Himachal Pradesh,2020-01-31, Monthly,16.67,2041035.0,45.11,,
Himachal Pradesh,2020-02-29, Monthly,15.42,1952464.0,42.45,,
Himachal Pradesh,2020-03-31, Monthly,17.71,1800426.0,40.17,,
Himachal Pradesh,2020-04-30, Monthly,2.13,984171.0,18.43,,
Himachal Pradesh,2020-05-31, Monthly,25.64,1732050.0,42.62,,
Himachal Pradesh,2020-06-30, Monthly,1.12,2230075.0,41.2,,
Jammu & Kashmir,2019-05-31, Monthly,12.78,2495186.0,40.57,,
Jammu & Kashmir,2019-06-30, Monthly,12.09,2423742.0,39.02,,
Jammu & Kashmir,2019-07-31, Monthly,13.67,2549316.0,41.71,,
Jammu & Kashmir,2019-08-31, Monthly,11.32,2778624.0,44.17,,
Jammu & Kashmir,2019-10-31, Monthly,19.27,2477621.0,43.08,,
Jammu & Kashmir,2019-11-30, Monthly,14.73,2415724.0,39.69,,
Jammu & Kashmir,2020-01-31, Monthly,22.19,2373488.0,42.56,,
Jammu & Kashmir,2020-02-29, Monthly,21.23,2163397.0,38.25,,
Jammu & Kashmir,2020-03-31, Monthly,16.0,2361004.0,39.06,,
Jammu & Kashmir,2020-05-31, Monthly,2.22,2716966.0,38.46,,
Jammu & Kashmir,2020-06-30, Monthly,18.97,2049617.0,34.94,,
Jharkhand,2019-05-31, Monthly,7.11,7035766.0,39.04,,
Jharkhand,2019-06-30, Monthly,8.46,7319782.0,41.12,,
Jharkhand,2019-07-31, Monthly,9.98,6958404.0,39.66,,
Jharkhand,2019-08-31, Monthly,12.06,7015356.0,40.83,,
Jharkhand,2019-09-30, Monthly,7.12,7500122.0,41.24,,
Jharkhand,2019-10-31, Monthly,6.57,7761243.0,42.33,,
Jharkhand,2019-11-30, Monthly,8.07,7279628.0,40.26,,
Jharkhand,2019-12-31, Monthly,15.15,6873437.0,41.09,,
Jharkhand,2020-01-31, Monthly,6.16,7868736.0,42.43,,
Jharkhand,2020-02-29, Monthly,9.06,7932402.0,44.05,,
Jharkhand,2020-03-31, Monthly,5.01,7157454.0,37.96,,
Jharkhand,2020-04-30, Monthly,41.72,4280434.0,36.92,,
Jharkhand,2020-05-31, Monthly,55.1,3315038.0,37.03,,
Jharkhand,2020-06-30, Monthly,21.53,6375114.0,40.65,,
Karnataka,2019-05-31, Monthly,5.46,13911440.0,46.36,,
Karnataka,2019-06-30, Monthly,5.98,12888490.0,43.12,,
Karnataka,2019-07-31, Monthly,0.52,12169808.0,38.42,,
Karnataka,2019-08-31, Monthly,0.37,12686470.0,39.93,,
Karnataka,2019-09-30, Monthly,3.2,13741892.0,44.45,,
Karnataka,2019-10-31, Monthly,7.13,12803527.0,43.1,,
Karnataka,2019-11-30, Monthly,1.19,11537217.0,36.45,,
Karnataka,2019-12-31, Monthly,0.41,12756132.0,39.92,,
Karnataka,2020-01-31, Monthly,2.57,13938874.0,44.52,,
Karnataka,2020-02-29, Monthly,4.11,12753657.0,41.33,,
Karnataka,2020-03-31, Monthly,2.39,12853818.0,40.85,,
Karnataka,2020-04-30, Monthly,33.17,9330400.0,43.25,,
Karnataka,2020-05-31, Monthly,23.72,10626328.0,43.09,,
Karnataka,2020-06-30, Monthly,10.92,15396213.0,53.37,,
Kerala,2019-05-31, Monthly,6.63,5184355.0,38.07,,
Kerala,2019-06-30, Monthly,9.0,5605627.0,42.19,,
Kerala,2019-07-31, Monthly,4.95,4855393.0,34.96,,
Kerala,2019-08-31, Monthly,10.32,5233449.0,39.9,,
Kerala,2019-09-30, Monthly,5.35,5400499.0,38.97,,
Kerala,2019-10-31, Monthly,9.14,5328825.0,40.02,,
Kerala,2019-11-30, Monthly,5.0,4557906.0,32.71,,
Kerala,2019-12-31, Monthly,10.77,5065804.0,38.67,,
Kerala,2020-01-31, Monthly,4.11,5307026.0,37.66,,
Kerala,2020-02-29, Monthly,8.91,5203579.0,38.84,,
Kerala,2020-03-31, Monthly,8.85,4141953.0,30.87,,
Kerala,2020-04-30, Monthly,10.71,1754170.0,13.33,,
Kerala,2020-05-31, Monthly,23.38,3799919.0,33.62,,
Kerala,2020-06-30, Monthly,27.66,3952088.0,37.01,,
Madhya Pradesh,2019-05-31, Monthly,3.63,15349838.0,37.97,,
Madhya Pradesh,2019-06-30, Monthly,4.25,16294794.0,40.48,,
Madhya Pradesh,2019-07-31, Monthly,3.92,16274707.0,40.2,,
Madhya Pradesh,2019-08-31, Monthly,4.94,16559137.0,41.25,,
Madhya Pradesh,2019-09-30, Monthly,3.08,16159315.0,39.4,,
Madhya Pradesh,2019-10-31, Monthly,2.98,17060638.0,41.46,,
Madhya Pradesh,2019-11-30, Monthly,2.72,16306428.0,39.44,,
Madhya Pradesh,2019-12-31, Monthly,2.94,16854647.0,40.77,,
Madhya Pradesh,2020-01-31, Monthly,3.66,16183702.0,39.35,,
Madhya Pradesh,2020-02-29, Monthly,4.42,16178044.0,39.57,,
Madhya Pradesh,2020-03-31, Monthly,1.19,16480441.0,38.9,,
Madhya Pradesh,2020-04-30, Monthly,12.5,14238959.0,37.88,,
Madhya Pradesh,2020-05-31, Monthly,22.46,13099601.0,39.24,,
Madhya Pradesh,2020-06-30, Monthly,6.46,16748971.0,41.5,,
Maharashtra,2019-05-31, Monthly,3.67,23896858.0,47.11,,
Maharashtra,2019-06-30, Monthly,4.34,23056511.0,45.69,,
Maharashtra,2019-07-31, Monthly,3.66,24843750.0,48.8,,
Maharashtra,2019-08-31, Monthly,3.76,26835389.0,52.67,,
Maharashtra,2019-09-30, Monthly,4.4,25219281.0,49.74,,
Maharashtra,2019-10-31, Monthly,3.81,24330249.0,47.61,,
Maharashtra,2019-11-30, Monthly,3.68,24881383.0,48.53,,
Maharashtra,2019-12-31, Monthly,3.03,26357625.0,50.98,,
Maharashtra,2020-01-31, Monthly,3.8,25881398.0,50.36,,
Maharashtra,2020-02-29, Monthly,4.24,25293535.0,49.36,,
Maharashtra,2020-03-31, Monthly,5.38,23130976.0,45.6,,
Maharashtra,2020-04-30, Monthly,25.28,15014802.0,37.42,,
Maharashtra,2020-05-31, Monthly,16.89,18423447.0,41.21,,
Maharashtra,2020-06-30, Monthly,9.4,23601016.0,48.34,,
Meghalaya,2019-05-31, Monthly,3.16,1119011.0,66.13,,
Meghalaya,2019-06-30, Monthly,4.23,1024797.0,61.09,,
Meghalaya,2019-07-31, Monthly,1.03,1158511.0,66.67,,
Meghalaya,2019-08-31, Monthly,0.52,1065725.0,60.86,,
Meghalaya,2019-09-30, Monthly,0.24,1162159.0,66.02,,
Meghalaya,2019-10-31, Monthly,3.7,1080609.0,63.44,,
Meghalaya,2019-11-30, Monthly,1.5,1205703.0,69.03,,
Meghalaya,2019-12-31, Monthly,1.8,1102997.0,63.18,,
Meghalaya,2020-01-31, Monthly,0.97,1229406.0,69.66,,
Meghalaya,2020-02-29, Monthly,2.76,1112864.0,64.06,,
Meghalaya,2020-03-31, Monthly,1.28,1192616.0,67.46,,
Meghalaya,2020-04-30, Monthly,8.38,803118.0,48.83,,
Meghalaya,2020-05-31, Monthly,3.73,992148.0,57.26,,
Meghalaya,2020-06-30, Monthly,1.35,1150200.0,64.63,,
Odisha,2019-05-31, Monthly,4.17,11155753.0,40.47,,
Odisha,2019-06-30, Monthly,4.71,10965154.0,39.94,,
Odisha,2019-07-31, Monthly,3.31,12009883.0,43.05,,
Odisha,2019-08-31, Monthly,3.68,11727659.0,42.13,,
Odisha,2019-09-30, Monthly,4.31,11167715.0,40.32,,
Odisha,2019-10-31, Monthly,4.28,11621534.0,41.88,,
Odisha,2019-11-30, Monthly,4.72,12192623.0,44.06,,
Odisha,2019-12-31, Monthly,4.67,11345069.0,40.91,,
Odisha,2020-01-31, Monthly,1.81,11182128.0,39.09,,
Odisha,2020-02-29, Monthly,3.31,11842655.0,41.98,,
Odisha,2020-03-31, Monthly,15.09,9814156.0,39.55,,
Odisha,2020-04-30, Monthly,24.48,5562449.0,25.16,,
Odisha,2020-05-31, Monthly,9.45,9683719.0,36.48,,
Odisha,2020-06-30, Monthly,4.59,10187145.0,36.36,,
Puducherry,2019-05-31, Monthly,0.0,172474.0,43.08,,
Puducherry,2019-06-30, Monthly,0.0,184527.0,45.95,,
Puducherry,2019-07-31, Monthly,0.0,139227.0,34.56,,
Puducherry,2019-08-31, Monthly,4.85,183930.0,47.83,,
Puducherry,2019-09-30, Monthly,0.0,175718.0,43.34,,
Puducherry,2019-10-31, Monthly,1.18,180283.0,44.85,,
Puducherry,2019-11-30, Monthly,0.0,142787.0,35.0,,
Puducherry,2019-12-31, Monthly,1.99,180808.0,45.07,,
Puducherry,2020-01-31, Monthly,0.58,176252.0,43.18,,
Puducherry,2020-02-29, Monthly,1.74,183619.0,45.38,,
Puducherry,2020-03-31, Monthly,2.31,142176.0,35.23,,
Puducherry,2020-04-30, Monthly,74.51,49420.0,46.79,,
Punjab,2019-05-31, Monthly,9.17,6088547.0,44.79,,
Punjab,2019-06-30, Monthly,12.21,6025235.0,45.79,,
Punjab,2019-07-31, Monthly,9.64,6308129.0,46.5,,
Punjab,2019-08-31, Monthly,6.69,6183427.0,44.08,,
Punjab,2019-09-30, Monthly,8.59,6260971.0,45.49,,
Punjab,2019-10-31, Monthly,12.56,6021921.0,45.66,,
Punjab,2019-11-30, Monthly,7.07,6395022.0,45.55,,
Punjab,2019-12-31, Monthly,6.13,6164215.0,43.4,,
Punjab,2020-01-31, Monthly,9.69,6189471.0,45.22,,
Punjab,2020-02-29, Monthly,10.41,6009820.0,44.19,,
Punjab,2020-03-31, Monthly,10.51,6373692.0,46.85,,
Punjab,2020-04-30, Monthly,3.69,4721590.0,32.2,,
Punjab,2020-05-31, Monthly,40.59,3727366.0,41.14,,
Punjab,2020-06-30, Monthly,20.0,5364047.0,43.9,,
Rajasthan,2019-05-31, Monthly,4.03,15226005.0,38.52,,
Rajasthan,2019-06-30, Monthly,13.7,14610564.0,41.02,,
Rajasthan,2019-07-31, Monthly,9.7,14859873.0,39.78,,
Rajasthan,2019-08-31, Monthly,12.5,15052051.0,41.48,,
Rajasthan,2019-09-30, Monthly,5.45,15419779.0,39.24,,
Rajasthan,2019-10-31, Monthly,14.66,15178544.0,42.69,,
Rajasthan,2019-11-30, Monthly,10.47,15278556.0,40.87,,
Rajasthan,2019-12-31, Monthly,13.96,15485307.0,43.0,,
Rajasthan,2020-01-31, Monthly,8.0,15484353.0,40.12,,
Rajasthan,2020-02-29, Monthly,14.48,15040572.0,41.83,,
Rajasthan,2020-03-31, Monthly,9.47,15059769.0,39.47,,
Rajasthan,2020-04-30, Monthly,12.25,13051219.0,35.21,,
Rajasthan,2020-05-31, Monthly,10.45,15586833.0,41.11,,
Rajasthan,2020-06-30, Monthly,13.86,16076978.0,43.98,,
Sikkim,2019-10-31, Monthly,5.48,146688.0,44.06,,
Sikkim,2019-11-30, Monthly,13.11,162426.0,53.04,,
Sikkim,2019-12-31, Monthly,1.0,161647.0,46.3,,
Sikkim,2020-04-30, Monthly,0.0,133399.0,37.72,,
Sikkim,2020-06-30, Monthly,5.81,141313.0,42.36,,
Tamil Nadu,2019-05-31, Monthly,0.97,15844698.0,49.44,,
Tamil Nadu,2019-06-30, Monthly,0.92,16375303.0,50.99,,
Tamil Nadu,2019-07-31, Monthly,6.01,16455928.0,53.94,,
Tamil Nadu,2019-08-31, Monthly,2.91,16463931.0,52.17,,
Tamil Nadu,2019-09-30, Monthly,1.71,14595441.0,45.62,,
Tamil Nadu,2019-10-31, Monthly,1.46,15595647.0,48.55,,
Tamil Nadu,2019-11-30, Monthly,2.46,16223430.0,50.95,,
Tamil Nadu,2019-12-31, Monthly,3.73,15356938.0,48.8,,
Tamil Nadu,2020-01-31, Monthly,1.18,14954646.0,46.23,,
Tamil Nadu,2020-02-29, Monthly,1.17,15828488.0,48.86,,
Tamil Nadu,2020-03-31, Monthly,6.36,15848590.0,51.56,,
Tamil Nadu,2020-04-30, Monthly,53.19,5086200.0,33.05,,
Tamil Nadu,2020-05-31, Monthly,38.73,5768342.0,28.6,,
Tamil Nadu,2020-06-30, Monthly,2.06,10169115.0,31.49,,
Telangana,2019-05-31, Monthly,2.23,11053353.0,61.74,,
Telangana,2019-06-30, Monthly,5.92,10728822.0,62.19,,
Telangana,2019-07-31, Monthly,2.45,11538688.0,64.4,,
Telangana,2019-08-31, Monthly,1.4,10743959.0,59.23,,
Telangana,2019-09-30, Monthly,5.49,12636415.0,72.57,,
Telangana,2019-10-31, Monthly,7.29,11375354.0,66.49,,
Telangana,2019-11-30, Monthly,6.47,11265828.0,65.17,,
Telangana,2019-12-31, Monthly,1.35,11068056.0,60.61,,
Telangana,2020-01-31, Monthly,5.02,12065915.0,68.51,,
Telangana,2020-02-29, Monthly,9.02,11304474.0,66.92,,
Telangana,2020-03-31, Monthly,5.63,12028377.0,68.53,,
Telangana,2020-04-30, Monthly,4.51,8793799.0,49.44,,
Telangana,2020-05-31, Monthly,34.01,7508747.0,61.0,,
Telangana,2020-06-30, Monthly,19.3,8891181.0,58.97,,
Tripura,2019-05-31, Monthly,29.25,1019549.0,64.47,,
Tripura,2019-06-30, Monthly,26.64,1107013.0,67.4,,
Tripura,2019-07-31, Monthly,22.47,1052597.0,60.54,,
Tripura,2019-08-31, Monthly,25.49,975501.0,58.29,,
Tripura,2019-09-30, Monthly,30.23,1034408.0,65.9,,
Tripura,2019-10-31, Monthly,27.54,1113764.0,68.21,,
Tripura,2019-11-30, Monthly,25.25,1084633.0,64.29,,
Tripura,2019-12-31, Monthly,26.53,1046878.0,63.02,,
Tripura,2020-01-31, Monthly,31.91,1057975.0,68.61,,
Tripura,2020-02-29, Monthly,26.22,1169347.0,69.88,,
Tripura,2020-03-31, Monthly,31.61,1060946.0,68.28,,
Tripura,2020-04-30, Monthly,43.64,675083.0,52.63,,
Tripura,2020-05-31, Monthly,14.71,911789.0,46.9,,
Tripura,2020-06-30, Monthly,18.84,1106978.0,59.74,,
Uttar Pradesh,2019-05-31, Monthly,10.26,43287808.0,39.96,,
Uttar Pradesh,2019-06-30, Monthly,11.13,42276572.0,39.32,,
Uttar Pradesh,2019-07-31, Monthly,9.19,42697000.0,38.78,,
Uttar Pradesh,2019-08-31, Monthly,11.47,43298746.0,40.24,,
Uttar Pradesh,2019-09-30, Monthly,6.45,44198762.0,38.79,,
Uttar Pradesh,2019-10-31, Monthly,10.18,42833265.0,39.07,,
Uttar Pradesh,2019-11-30, Monthly,6.94,43261530.0,38.01,,
Uttar Pradesh,2019-12-31, Monthly,8.43,44640087.0,39.77,,
Uttar Pradesh,2020-01-31, Monthly,6.06,45777509.0,39.67,,
Uttar Pradesh,2020-02-29, Monthly,8.12,44257432.0,39.13,,
Uttar Pradesh,2020-03-31, Monthly,9.37,43086706.0,38.53,,
Uttar Pradesh,2020-04-30, Monthly,19.92,39970677.0,40.37,,
Uttar Pradesh,2020-05-31, Monthly,16.89,38640999.0,37.52,,
Uttar Pradesh,2020-06-30, Monthly,8.51,41908909.0,36.89,,
Uttarakhand,2019-05-31, Monthly,1.63,2108044.0,37.47,,
Uttarakhand,2019-06-30, Monthly,4.65,2021553.0,37.01,,
Uttarakhand,2019-07-31, Monthly,5.74,2000524.0,36.97,,
Uttarakhand,2019-08-31, Monthly,6.11,1911380.0,35.39,,
Uttarakhand,2019-09-30, Monthly,3.47,2157845.0,38.79,,
Uttarakhand,2019-10-31, Monthly,4.83,2027662.0,36.9,,
Uttarakhand,2019-11-30, Monthly,5.56,2007113.0,36.73,,
Uttarakhand,2019-12-31, Monthly,4.52,1947566.0,35.19,,
Uttarakhand,2020-01-31, Monthly,4.17,1986386.0,35.69,,
Uttarakhand,2020-02-29, Monthly,4.85,2057523.0,37.16,,
Uttarakhand,2020-04-30, Monthly,3.66,1972074.0,35.04,,
Uttarakhand,2020-05-31, Monthly,3.57,1915482.0,33.94,,
Uttarakhand,2020-06-30, Monthly,10.71,1675441.0,32.0,,
West Bengal,2019-05-31, Monthly,6.02,23452875.0,46.41,,
West Bengal,2019-06-30, Monthly,5.85,25543465.0,50.36,,
West Bengal,2019-07-31, Monthly,5.62,24857807.0,48.78,,
West Bengal,2019-08-31, Monthly,5.58,24924827.0,48.79,,
West Bengal,2019-09-30, Monthly,5.26,25610773.0,49.87,,
West Bengal,2019-10-31, Monthly,6.78,24353018.0,48.09,,
West Bengal,2019-11-30, Monthly,5.83,25630359.0,50.0,,
West Bengal,2019-12-31, Monthly,5.79,24906239.0,48.47,,
West Bengal,2020-01-31, Monthly,6.79,24612171.0,48.3,,
West Bengal,2020-02-29, Monthly,3.78,26093009.0,49.51,,
West Bengal,2020-03-31, Monthly,7.02,25097812.0,49.18,,
West Bengal,2020-04-30, Monthly,18.32,17639370.0,39.27,,
West Bengal,2020-05-31, Monthly,18.43,19115772.0,42.53,,
West Bengal,2020-06-30, Monthly,4.94,21225887.0,40.44,,
West Bengal,2020-06-30, Monthly,4.94,21225887.0,40.44,,
Andhra Pradesh,2019-05-31,Monthly,6.09,4788661.0,37.45,,
Andhra Pradesh,2019-06-30,Monthly,3.8,4824630.0,36.76,,
Andhra Pradesh,2019-07-31,Monthly,5.64,4657443.0,36.1,,
Andhra Pradesh,2019-08-31,Monthly,4.61,4743179.0,36.29,,
Andhra Pradesh,2019-09-30,Monthly,6.01,4733996.0,36.69,,
Andhra Pradesh,2019-10-31,Monthly,4.7,4774377.0,36.41,,
Andhra Pradesh,2019-11-30,Monthly,7.54,4668772.0,36.62,,
Andhra Pradesh,2019-12-31,Monthly,7.88,4913963.0,38.61,,
Andhra Pradesh,2020-01-31,Monthly,7.11,4618860.0,35.91,,
Andhra Pradesh,2020-02-29,Monthly,5.66,4822035.0,36.84,,
Andhra Pradesh,2020-03-31,Monthly,9.88,4521537.0,36.08,,
Andhra Pradesh,2020-04-30,Monthly,32.3,2544084.0,26.97,,
Andhra Pradesh,2020-05-31,Monthly,24.91,3428356.0,32.69,,
Andhra Pradesh,2020-06-30,Monthly,5.86,4954389.0,37.61,,
Assam,2019-05-31,Monthly,7.87,1671707.0,44.92,,
Assam,2019-06-30,Monthly,9.89,1647342.0,45.17,,
Assam,2019-07-31,Monthly,3.21,1739838.0,44.32,,
Assam,2019-08-31,Monthly,10.39,1595582.0,43.81,,
Assam,2019-09-30,Monthly,9.26,1576480.0,42.66,,
Assam,2019-10-31,Monthly,11.17,1595176.0,44.01,,
Assam,2019-11-30,Monthly,6.31,1708045.0,44.59,,
Assam,2019-12-31,Monthly,5.02,1722303.0,44.26,,
Assam,2020-01-31,Monthly,7.24,1630908.0,42.82,,
Assam,2020-02-29,Monthly,9.98,1625454.0,43.9,,
Assam,2020-03-31,Monthly,10.34,1664145.0,45.03,,
Assam,2020-04-30,Monthly,8.37,1454956.0,38.45,,
Assam,2020-05-31,Monthly,10.77,1441722.0,39.04,,
Assam,2020-06-30,Monthly,3.42,1551007.0,38.73,,
Bihar,2019-05-31,Monthly,19.9,3029344.0,39.8,,
Bihar,2019-06-30,Monthly,13.29,3248864.0,39.35,,
Bihar,2019-07-31,Monthly,16.41,3059744.0,38.36,,
Bihar,2019-08-31,Monthly,17.66,2994763.0,38.03,,
Bihar,2019-09-30,Monthly,20.46,2992082.0,39.25,,
Bihar,2019-10-31,Monthly,14.06,3173429.0,38.45,,
Bihar,2019-11-30,Monthly,17.62,3081077.0,38.86,,
Bihar,2019-12-31,Monthly,14.91,2977857.0,36.29,,
Bihar,2020-01-31,Monthly,20.69,2988665.0,38.99,,
Bihar,2020-02-29,Monthly,15.11,3113464.0,37.87,,
Bihar,2020-03-31,Monthly,15.73,3049637.0,37.29,,
Bihar,2020-04-30,Monthly,58.77,1400962.0,34.94,,
Bihar,2020-05-31,Monthly,37.87,2207026.0,36.45,,
Bihar,2020-06-30,Monthly,12.45,3124663.0,36.54,,
